symbol,length,batch_number
SMAD3_RBX1,533,745
SMAD2_SERP1,533,745
SOX2_DCAF16,533,745
ZNF26,533,745
RXRB,533,746
LCP2,533,746
ZNF846,533,746
ARSB,533,746
CAMK2D,533,747
ZFP69B,534,747
CD276,534,747
P4HA1,534,747
LPCAT1,534,748
NAGS,534,748
BAIAP2,534,748
DDB2_RBX1,535,748
TP53_NINJ2,535,749
MGAT4A,535,749
ALDH5A1,535,749
ERVV-2,535,749
CCDC149,535,750
PRKCSH,535,750
P4HA2,535,750
ALDH6A1,535,750
SOCS6,535,751
ZNF480,535,751
BTNL9,535,751
ANKRD34C,535,751
BCL2_CDK1,536,752
CCNE1_KRBOX5,536,752
SOX2_H1-4,536,752
CARD9,536,752
SNW1,536,753
DYNC2I2,536,753
SRC,536,753
KPNA6,536,753
PLD5,536,754
FANCE,536,754
RAC1_PARD6A,537,754
BAX_BAG1,537,754
FZD4,537,755
FYN,537,755
CPNE1,537,755
POU2AF1_SIAH1,538,755
DDIT3_HSD3B7,538,756
AJUBA,538,756
C14orf93,538,756
CCDC8,538,756
NAPRT,538,757
RBBP5,538,757
EIF3E_DEFA5,539,757
CSPG5,539,757
ALDH7A1,539,758
SLC16A2,539,758
KPNA5,539,758
ENTREP2,539,758
TRIM26,539,759
FBXO31,539,759
SNTG2,539,759
FBXL6,539,759
CALR_NHLRC4,540,760
STAM,540,760
ZNF519,540,760
CNOT2,540,760
DDX28,540,761
RIPK2,540,761
ZNF768,540,761
MAVS,540,761
SPOP_UFC1,541,762
NR5A2,541,762
PLA2G4C,541,762
FTCD,541,762
WLS,541,763
SNX27,541,763
BAX_MCL1,542,763
BTG1_PRMT1,542,763
BCL3_HEPN1,542,764
NFKBIE_FGF12,542,764
ABI2,542,764
TERF2,542,764
TP53_HSPB3,543,765
NEFL,543,765
YES1,543,765
EGR1,543,765
KCNN1,543,766
HECA,543,766
CCT7,543,766
HPSE,543,766
STIP1,543,767
CHEK2,543,767
CSRNP2,543,767
ZNF280B,543,767
MAP2K4_BAALC,544,768
COQ8B,544,768
CCDC82,544,768
ZSCAN25,544,768
PAK3,544,769
LPCAT2,544,769
DBR1,544,769
MITF_HINT1,545,769
TP53_UBE2A,545,770
TP53_UBE2N,545,770
CCND1_MRPL47,545,770
SOX2_CACYBP,545,770
MARCHF1,545,771
AIRE,545,771
CCT3,545,771
PAK1,545,771
CDT1,546,772
KAT5,546,772
DCAF11,546,772
HRAS_PTGR3,547,772
ICAM3,547,773
CLIP3,547,773
BCO1,547,773
BCL2_PPP2CA,548,773
RAD51B_SOCS2,548,774
TP53_ZNHIT3,548,774
NARS1,548,774
MGAT4B,548,774
GTF2H1,548,775
EIF3D,548,775
DDIT3_FOS,549,775
BCL10_TMEM231,549,775
TBC1D3H,549,776
TBC1D3G,549,776
GNL3,549,776
TP53_NUDCD2,550,776
DET1,550,777
COCH,550,777
SLC11A1,550,777
C10orf67,550,777
CTTN,550,778
DNAJB1_BAG2,551,778
TP53_UBE2I,551,778
CD274_ENOPH1,551,778
EIF2AK2,551,779
IL2RB,551,779
CFAP45,551,779
CLCC1,551,779
RELA,551,780
SMAD2_CHCHD7,552,780
SMAD4,552,780
PRKAA2,552,780
ZNF404,552,781
FAM234A,552,781
HAS2,552,781
LRRC31,552,781
SPTLC3,552,782
GALNT14,552,782
BCL2_BNIP2,553,782
MCOLN3,553,782
SLC45A3,553,783
ZNF564,553,783
HP1BP3,553,783
STXBP4,553,783
FOXC1,553,784
ASPSCR1,553,784
GLP2R,553,784
HNRNPA2B1_VHL,554,784
RAC1_EPHX4,554,785
RHOA_NFKBIE,554,785
CSF1,554,785
DNAJC1,554,785
SS18_RPL28,555,786
CNOT6L,555,786
ZNF57,555,786
FLVCR1,555,786
TMEM87B,555,787
MON1A,555,787
PRF1,555,787
TMEM87A,555,787
CCND1_PCNA,556,788
TP53_PIN1,556,788
CCNE1_CALML5,556,788
JUN_PSPH,556,788
BAX_SH3GLB1,557,789
MYC_MYCBP,557,789
TP53_CDKN1A,557,789
TP53_NUDT11,557,789
GATB,557,790
PTBP1,557,790
TRAF5,557,790
TJAP1,557,790
LMO2_TAL1,558,791
TAL1_LMO2,558,791
TP53_UBD,558,791
PODXL,558,791
FANCC,558,792
GPI,558,792
ARMCX5,558,792
GLUD2,558,792
CDKN2A_MAPK8,559,793
FANCF_GINS2,559,793
SMAD3_CYB5A,559,793
CES2,559,793
WASF1,559,794
MLLT1,559,794
PRKAA1,559,794
TBC1D24,559,794
NXPE3,559,795
SLC43A1,559,795
KRAS_SEPTIN1,560,795
SPOP_HES3,560,795
AMH,560,796
AATF,560,796
LRRIQ4,560,796
CBX4,560,796
PRKACA_AKIP1,561,797
PTEN_UBE2I,561,797
MYCN_SPANXD,561,797
TAL1_RNF141,561,797
ASNS,561,798
SLC38A9,561,798
CES4A,561,798
SH3BP2,561,798
CENPT,561,799
TMEM209,561,799
ZNF394,561,799
BAX_USP12,562,799
MAX_CCDC188,562,800
FAM222B,562,800
ZNF579,562,800
AK5,562,800
MDM2_C4orf3,563,801
ZKSCAN1,563,801
ALDH4A1,563,801
FBXW11,563,801
GMEB1,563,802
RTKN,563,802
CDK4_PCNA,564,802
BCL10_JUN,564,802
SOCS1_MRM1,564,803
KRT6B,564,803
KRT6A,564,803
TP53_TPT1,565,803
NRAS_GTF2A1,565,804
ANAPC7,565,804
USP21,565,804
TRAF3IP2,565,804
PTPN5,565,805
JUN_RNF187,566,805
MYOD1_MDFI,566,805
OTUD5,566,805
RNF220,566,806
DONSON,566,806
ZNF530,566,806
LEF1_DESI1,567,806
LEF1_PTN,567,807
TAPT1,567,807
TGFBR2,567,807
RANBP3,567,807
WEE2,567,808
PHF1,567,808
LCTL,567,808
TP53_CRYAB,568,808
TP53_SIVA1,568,809
TAL1_REXO2,568,809
MLLT3,568,809
CES1,568,809
TRAF3,568,810
NDNF,568,810
SLC30A9,568,810
NPRL3,569,810
IL1R1,569,811
BCL10_CSNK1A1,570,811
SOCS1_CYTIP,570,811
U2AF1_ZRANB2,570,811
XPA_ERCC1,570,812
LYL1_TP53TG5,570,812
SMAD3_RPL26,570,812
ENAH,570,812
MSTO1,570,813
TM7SF3,570,813
MKKS,570,813
IL1RAP,570,813
VPS45,570,814
CDKN2A_PSMC3,571,814
TP53_RPL11,571,814
MYC_GABARAP,571,814
GALNT2,571,815
RNF168,571,815
CDKN2A_SETD4,572,815
DDX6_IAPP,572,815
DPYSL4,572,816
FUBP3,572,816
LMNA,572,816
TP53_PTTG1IP,573,816
CDKN2A_P2RX6,573,817
SSX2_PRPSAP1,573,817
ZNF10,573,817
AMHR2,573,817
HSPD1,573,818
CCND3_ATF5,574,818
CCNE1_CDKN1A,574,818
TP53_ATF3,574,818
MYD88_ASB13,574,819
RXRA_UCN2,574,819
SYT14,574,819
PKLR,574,819
MBD4,574,820
POU5F1_HMGB1,575,820
BAG3,575,820
TMEM108,575,820
AOAH,575,821
TFE3,575,821
POLL,575,821
FUT8,575,821
ZNF587,575,822
POC5,575,822
ST7L,575,822
GASK1A,575,822
CCND1_NSL1,576,823
ZNF791,576,823
SH2D3A,576,823
GRK6,576,823
EPN1,576,824
CDKN2A_CTBP2,577,824
CEBPA_NUDT5,577,824
HRAS_RBMS2,577,824
STAU1,577,825
TBL1X,577,825
MSL2,577,825
MSN,577,825
KIAA1328,577,826
CSTF2,577,826
OPTN,577,826
MYD88_SIAH1,578,826
RPL5_LBX1,578,827
SET_PDCL,578,827
RARS2,578,827
HACL1,578,827
DDB2_CKLF,579,828
HRAS_FAM20B,579,828
LMO2_RNF39,579,828
TP53_TEX36,579,828
TP53_TRAT1,579,829
RELB,579,829
FLCN,579,829
NCOA5,579,829
PPP2R5C,579,830
NR1D2,579,830
JUN_MITD1,580,830
TP53_BLOC1S5,580,830
PHF19,580,831
GPC3,580,831
SLC5A7,580,831
SP140L,580,831
CDC25B,580,832
CDKN2AIP,580,832
EIF3E_H3C13,581,832
NELFCD,581,832
LRRC15,581,833
PINK1,581,833
GALNT12,581,833
PYROXD2,581,833
PIGQ,581,834
FSIP1,581,834
HMGA1_PPARG,582,834
TP53_PARK7,582,834
SMAD3_TMEM50A,582,835
TP53_NDUFB5,582,835
SHC2,582,835
MNT,582,835
MTPAP,582,836
SYN2,582,836
DCP1A,582,836
LARP7,582,836
SHOC2,582,837
TTC24,582,837
FAM149B1,582,837
TRAFD1,582,837
CDKN1B_NR2E1,583,838
MDM2_SPINK4,583,838
MYC_RAB5IF,583,838
SMAD3_BTG2,583,838
NUDCD1,583,839
N4BP2L2,583,839
TREH,583,839
CCND1_GNPDA1,584,839
MAPK1_MYOG,584,840
TP53_VSNL1,584,840
IRF2BP1,584,840
ME2,584,840
ZBTB7A,584,841
SHC1,584,841
BAX_TP53,585,841
TP53_BAX,585,841
CREB1_VENTX,585,842
RAC1_B4GALT3,585,842
RPL5_CENPP,585,842
CSRNP3,585,842
MPP3,585,843
FAM83D,585,843
FZD5,585,843
CDKN2A_MYC,586,843
MYC_CDKN2A,586,844
IKZF3_SMIM5,586,844
LMNB1,586,844
TP63,586,844
GGT5,586,845
SEPTIN9,586,845
EZR,586,845
CRY1,586,845
CLHC1,586,846
ATAD3A,586,846
MTCP1_AKT1,587,846
CDKN2A_COLQ,587,846
JUN_KCNIP3,587,847
NACC2,587,847
IRF2BP2,587,847
CDK5RAP1,587,847
REL,587,848
DNAJB1_MLF2,588,848
SMAD3_PIN1,588,848
TRIM29,588,848
GPR162,588,849
CAMK2G,588,849
PTEN_NDUFB8,589,849
ENC1,589,849
UBQLN1,589,850
HNRNPL,589,850
FAM117B,589,850
PPP2R1A,589,850
CCND3_CDK2,590,851
MYOD1_CELA3B,590,851
ANKRD13A,590,851
GRK5,590,851
SMARCB1_BLVRB,591,852
TP53_C1orf159,591,852
TIGD1,591,852
PAK4,591,852
CDK4_CCND2,592,853
PTEN_PARK7,592,853
BCL10_SKAP1,592,853
CDKN1B_PIP5KL1,592,853
LYL1_TRADD,592,854
SPPL2B,592,854
CANX,592,854
TAF15,592,854
EYA1,592,855
RNF180,592,855
ATIC,592,855
CCND1_CDK2,593,855
KRAS_HSD11B2,593,856
LMO1_VPS4A,593,856
GRN,593,856
MTF2,593,856
PTPN9,593,857
CRY2,593,857
EPS8L3,593,857
BIN1,593,857
CPNE5,593,858
KLHL2,593,858
PTPN11,593,858
TCL1A_AKT1,594,858
CCND1_CD300A,594,859
CCND1_PHB2,594,859
TP53_GUCA1A,594,859
FIP1L1,594,859
GAD1,594,860
GRB10,594,860
CDC14A,594,860
SHC3,594,860
ARID5A,594,861
GLMN,594,861
APOBEC3B_VHL,595,861
CCND3_CDK4,595,861
CDK4_CCND3,595,862
TCL1A_AKT2,595,862
TP53_TWIST1,595,862
CDKN2A_EEF1A2,595,862
TP53_BLOC1S3,595,863
PRDM6,595,863
ESR1,595,863
ZNF467,595,863
SNX9,595,864
NF2,595,864
CBFA2T2,595,864
PTPN6,595,864
BCL2_BNIPL,596,865
IRAK3,596,865
CXCR4_METTL27,597,865
MAX_TRIML2,597,865
TP53_CRIP3,597,866
BRD9,597,866
GAN,597,866
NDOR1,597,866
CCND1_CDK4,598,867
CDK4_CCND1,598,867
TP53_HSPB1,598,867
CDKN2A_ADRA1A,598,867
IQCB1,598,868
NR4A2,598,868
NR4A1,598,868
FBXW8,598,868
POLA2,598,869
CBFB_TGFB3,599,869
SPOP_GRPEL2,599,869
TP53_TEX38,599,869
ZC3H12A,599,870
PTGS1,599,870
SPATA7,599,870
CENPB,599,870
ZNF343,599,871
TP53_NFYB,600,871
RAD51B_TRIM74,600,871
MED26,600,871
MYEF2,600,872
DCAF15,600,872
BCL2_AVEN,601,872
TP53_RAB6B,601,872
ESCO2,601,873
HMGXB4,601,873
PPP2R1B,601,873
TRIP10,601,873
CBFB_RUNX3,602,874
CDKN1B_CCNE2,602,874
JUN_FOSL1,602,874
MAP2K1_COPS8,602,874
MDM2_CYCS,602,875
MDM2_RPL36,602,875
TP53_CLDN4,602,875
ZMYND11,602,875
PPP2R5D,602,876
LRRC40,602,876
SLC13A3,602,876
BAX_EIF4A3,603,876
DNAJB1_RSPO1,603,877
HOXA9_CFAP119,603,877
RARA_SPANXN3,603,877
SMAD3_CAV1,603,877
GOLGA8B,603,878
NR2C1,603,878
PLK1,603,878
SOCS1_TP53,604,878
TP53_BAG2,604,879
TP53_BAK1,604,879
TP53_SOCS1,604,879
BCL2_SGMS2,604,879
CDKN2A_CPQ,604,880
SMAD3_OPA3,604,880
TP53_RILPL2,604,880
ERV3-1,604,880
ZNF300,604,881
RUNX1T1,604,881
PTGS2,604,881
BIRC3,604,881
TP53_RAB43,605,882
ANKRD13D,605,882
AIFM3,605,882
USP2,605,882
BTRC,605,883
NFE2L2,605,883
GDPD5,605,883
PODXL2,605,883
PPM1D,605,884
NEIL3,605,884
CREB1_FHL2,606,884
SMAD3_ATF3,606,884
TP53_VHL,606,885
DNAJB1_ITM2B,606,885
SPOP_VTI1B,606,885
SS18_KRAS,606,885
SCARA3,606,886
MAGED2,606,886
MAP3K7,606,886
ARAF,606,886
CREB1_FHL3,607,887
BCL2_STN1,607,887
IL7R_RAMP1,607,887
SPOP_HOXA6,607,887
RAP1GDS1,607,888
RYK,607,888
GALNT18,607,888
TCTN3,607,888
RPN1,607,889
CCNE1_CDKN1B,608,889
CDKN1B_CCNE1,608,889
MYC_PFDN5,608,889
HMGA1_KCNJ3,608,890
CARM1,608,890
DENND6A,608,890
BCL2_PPID,609,890
TLX1_PPP1R3E,609,891
POGK,609,891
C17orf80,609,891
XRCC6,609,891
KLHL20,609,892
AFP,609,892
RARA_SSBP1,610,892
SYTL3,610,892
MEN1,610,893
SLC23A3,610,893
CLGN,610,893
CREB1_FHL5,611,893
MYC_TMEM50A,611,894
SMAD3_TRAT1,611,894
TP53_GSTM2,611,894
LTA4H,611,894
EIF4B,611,895
KAT7,611,895
POU6F1,611,895
CDKN2A_GRSF1,612,895
MAX_DPH7,612,896
TP53_PRELID1,612,896
BTBD9,612,896
COG8,612,896
PGM2,612,897
BAX_ZNF584,613,897
CCNE1_TMA16,613,897
PTEN_RFESD,613,897
TP53_VAMP7,613,898
GGA2,613,898
MOXD1,613,898
AIFM1,613,898
GPR37,613,899
KCNA5,613,899
MAX_MYC,614,899
MYC_MAX,614,899
SLC6A12,614,900
NR1D1,614,900
ZSCAN2,614,900
ACHE,614,900
DDX5,614,901
NCOA4,614,901
CDK6_CCND2,615,901
TP53_CLTRN,615,901
ZNF44,615,902
DBF4B,615,902
HLA-A_DERL1,616,902
MDM2_RPS20,616,902
TP53_UCHL1,616,903
SUFU_FAM241A,616,903
RFX5,616,903
RPA1,616,903
TTC39B,616,904
ENTPD4,616,904
MYC_PIN1,617,904
CEBPA_KCTD4,617,904
FANCF_N4BP2L1,617,905
DCP1B,617,905
ATP6V1A,617,905
SYVN1,617,905
RSC1A1,617,906
GPR50,617,906
SCG2,617,906
GLCE,617,906
FNBP1,617,907
CCND3_CDK6,618,907
CDK6_CCND3,618,907
RHOT2,618,907
ALG9,618,908
BIRC2,618,908
CDKN1B_CCNA1,619,908
MYOD1_PHB2,619,908
ZAP70,619,909
TCF7L2,619,909
NXF1,619,909
MAP3K2,619,909
HAP1,619,910
CRTC3,619,910
PAPSS2,619,910
KLC4,619,910
SLC27A6,619,911
ZNF668,619,911
RAC1_FBXL3,620,911
DTX1,620,911
CFAP52,620,912
TMEM259,620,912
LINGO1,620,912
CDC16,620,912
ITK,620,913
LMNB2,620,913
SLC6A3,620,913
CCND1_CDK6,621,913
CDK6_CCND1,621,914
CASP8_CHCHD4,621,914
SOX2_CRK,621,914
PIAS2,621,914
ELL,621,915
FBXO21,621,915
CDKN1B_SKP2,622,915
CCND3_CFHR1,622,915
CDKN1B_SLC35A5,622,916
MYC_DAZAP2,622,916
CFAP206,622,916
FAM234B,622,916
PRLR,622,917
KLC2,622,917
SLC24A4,622,917
FANCG,622,917
CEBPA_CDX1,623,918
KLF4_BAALC,624,918
MAX_MYCN,624,918
MYCN_MAX,624,918
PTEN_NDFIP1,624,919
CCND1_FTSJ1,624,919
SREK1,624,919
PKD2L2,624,919
KEAP1,624,920
UBQLN2,624,920
CERT1,624,920
CCND3_EIF2S2,625,920
ENO4,625,921
GCKR,625,921
GRHL2,625,921
IRAK2,625,921
TP53_BCL2L1,626,922
MAX_ADRA1A,626,922
RARA_KHDC1,626,922
TP53_MED7,626,922
SAMHD1,626,923
NR4A3,626,923
ZNF189,626,923
EIF3E_CSN3,627,923
MAX_DMAP1,627,924
PTEN_ZNF22,627,924
TP53_STARD3NL,627,924
DTNB,627,924
CCDC22,627,925
TP53_RGS18,628,925
TRIM27_MIEN1,628,925
BCAM,628,925
PIAS3,628,926
DYNC1I1,628,926
KLHL14,628,926
ASH2L,628,926
NELFB,628,927
CDKN2A_MDM2,629,927
MDM2_CDKN2A,629,927
MAPK1_GATAD1,629,927
MYC_FOXL2NB,629,928
BCAS1,629,928
ZNF195,629,928
EBF3,629,928
BCL2_RAD9A,630,929
CDKN1B_CCNA2,630,929
RAD51B_XRCC2,630,929
SMAD2_PIN1,630,929
BCL2_TENT5C,630,930
FOXA1_TMEM50B,630,930
SMARCB1_METTL27,630,930
TRIM25,630,930
SHC4,630,931
PRDM5,630,931
SLC6A4,630,931
CDKN1B_CCNB1,631,931
RAC1_ARHGAP1,631,932
ACVR1B_H2BC7,631,932
CDK6_PEX2,631,932
SHTN1,631,932
LILRB3,631,933
TBRG4,631,933
RAD21,631,933
RNF112,631,933
TEC,631,934
HNF1A,631,934
PABPC3,631,934
SPAG16,631,934
DEF6,631,935
RPN2,631,935
BCL2_TP53,632,935
RHOA_ARHGAP1,632,935
TP53_BCL2,632,936
CCDC6_MZT2A,632,936
CCND3_GNB4,632,936
SPOP_C1QL1,632,936
SH2B2,632,937
ZNF860,632,937
ZDHHC17,632,937
CILK1,632,937
TP53_ING5,633,938
SRC_MCRIP1,633,938
XRCC1,633,938
HNRNPR,633,938
GSTCD,633,939
TAL1_STUB1,634,939
SOX2_DUS4L,634,939
SOX2_NFKBIA,634,939
GATAD2A,634,940
POT1,634,940
SYK,635,940
SLC5A6,635,940
MPL,635,941
ASB2,635,941
DDB2_COPS8,636,941
SMAD2_SNX24,636,941
TP53_PDF,636,942
MOCS1,636,942
ZNF790,636,942
TP73,636,942
IL27RA,636,943
SLC6A7,636,943
TNIP1,636,943
MDM2_RPL23,637,943
RUNX1_UXT,637,944
MYC_C1orf105,637,944
TP53_TBCB,637,944
TP53_YIPF4,637,944
GSPT1,637,945
PRMT5,637,945
GCLC,637,945
CDKN2A_CDK5RAP3,638,945
FSTL3_MSTN,638,946
LMO2_LDB1,638,946
TP53_YWHAZ,638,946
GATA2_RPS11,638,946
MAP2K2_MMD,638,947
PTEN_RGS18,638,947
RARA_SH3BGR,638,947
GHR,638,947
LIMK2,638,948
MEIOSIN,638,948
MAP2K1_YWHAB,639,948
MAPK1_FHL2,639,948
PAFAH1B2_PAFAH1B1,639,949
SRSF3_U2AF2,639,949
TLX1_PPP2CA,639,949
TLX1_PPP2CB,639,949
FSTL3_ACTR1A,639,950
SMAD2_AK6,639,950
CD2AP,639,950
GALNT15,639,950
GGA1,639,951
SF1,639,951
KLC1,639,951
LMO2_GATA1,640,951
CDKN1B_NADK2,640,952
TP53_CLIC2,640,952
NRG1,640,952
ELL2,640,952
LRRFIP1,640,953
PCK2,640,953
PHLDB3,640,953
MCMBP,640,953
GBP4,640,954
BAX_CLU,641,954
TP53_ING4,641,954
TP53_SFN,641,954
PIF1,641,955
HSPA1A,641,955
HSPA1B,641,955
ZNF780A,641,955
XKR6,641,956
MDM2_RPL26,642,956
ZNF398,642,956
DNAJB1_STUB1,643,956
HSPA6,643,957
LEF1_RNF138,644,957
SSX2_KRT15,644,957
FUBP1,644,957
BCL2_ZSCAN31,645,958
CCND1_DKK3,645,958
CCND1_TWF1,645,958
SOCS7,645,958
CALR_TMEM182,646,959
HRAS_CPE,646,959
JUN_AAGAB,646,959
PTEN_CD48,646,959
U2AF1_HS3ST3A1,646,960
AKAP8L,646,960
PPWD1,646,960
HSPA8,646,960
PLK3,646,961
TP53_PSME3,647,961
CDK4_GLIPR1L2,647,961
RHOA_PPM1F,647,961
SMAD3_CHAC1,647,962
COQ8A,647,962
CEP72,647,962
LIMK1,647,962
MAP9,647,963
MDM2_RPS14,648,963
TP53_SNRPA1,648,963
CCNE1_MMD,648,963
MLLT11_PODXL,648,964
RAF1,648,964
SLC2A13,648,964
ZNF202,648,964
ATAD3B,648,965
MDM2_NME2,649,965
MDM2_UBE2A,649,965
JUN_ASB7,649,965
RXRA_BLOC1S5,649,966
TP53_ATP5PB,649,966
TRIM27_H3C2,649,966
TXNRD1,649,966
UBASH3B,649,967
SLC28A1,649,967
EML2,649,967
FLRT3,649,967
TP53_NR0B2,650,968
XKR4,650,968
FAF1,650,968
DDIT3_HDAC1,651,968
SOX2_WDR5,651,969
TP53_CISH,651,969
TP53_SNAP29,651,969
GUSB,651,969
NUMB,651,970
APLP1,651,970
TCF3,651,970
MED17,651,970
PIAS1,651,971
BRD7,651,971
BCL10_IKBKG,652,971
BCL2_FKBP8,652,971
SMAD3_TCEAL2,652,972
TP53_KRCC1,652,972
CPZ,652,972
GP1BA,652,972
PICALM,652,973
GGN,652,973
ZNF432,652,973
MDM2_RPS27A,653,973
GATA2_MRPS25,653,974
SS18_MPZL3,653,974
TP53_CACNG6,653,974
IDUA,653,974
CBFA2T3,653,975
FANCF_HES1,654,975
MDM4_CDKN1A,654,975
TP53_PCNA,654,975
TP53_RCHY1,654,976
CCND1_HSPBP1,654,976
TAL1_AKR1C1,654,976
HSPA5,654,976
ZNF133,654,977
WWTR1_YWHAE,655,977
CDK4_WNT3A,655,977
MDM2_AP1S1,655,977
MYC_ORM1,655,978
PPP2R1A_C4orf3,655,978
TBL1XR1_C19orf12,655,978
TP53_NRM,655,978
FOXO1,655,979
ACADVL,655,979
SRPK1,655,979
ABCG2,655,979
CEBPA_CDK2,656,980
BCL2_FOXD4L3,656,980
CHML,656,980
LRRC43,656,980
EWSR1,656,981
SMARCE1_BRMS1,657,981
TP53_SNAI1,657,981
TP53_TAF9,657,981
PTEN_MEOX1,657,982
SET_CERS2,657,982
TAL1_ALX1,657,982
PTPRR,657,982
ACVR2A_SYNJ2BP,658,983
MDM2_LAMTOR1,658,983
TP53_PQBP1,658,983
ZNF135,658,983
ENG,658,984
BCL2_GMPPA,659,984
RPL10_SCLY,659,984
TRMT1,659,984
SSH3,659,985
ZNF853,659,985
ZNF304,659,985
MEX3C,659,985
BTK,659,986
TRIM27_UBE2D1,660,986
TRIM27_UBE2D3,660,986
FANCE_TP53TG3D,660,986
MMP2,660,987
RARS1,660,987
FOXK2,660,987
ACOX1,660,987
CEBPA_CDK4,661,988
MDM2_CDKN1A,661,988
WWTR1_WBP2,661,988
MYC_AANAT,661,988
SMAD3_STX8,661,989
PMEL,661,989
SLC24A2,661,989
KY,661,989
UBASH3A,661,990
CASP8_C1orf105,662,990
DDX3X,662,990
MX1,662,990
POU5F1_STUB1,663,991
MDM2_CFL1,663,991
SRC_FABP1,663,991
TP53_ELOVL3,663,991
TP53_KCNIP2,663,992
TP53_LHPP,663,992
ELF4,663,992
PADI1,663,992
PADI4,663,993
ALOX12,663,993
CD274_SPOP,664,993
MDM2_TCAP,664,993
SPOP_CD274,664,994
TP53_OTUB1,664,994
SMARCB1_ATP1B3,664,994
TRIM27_TTC32,664,994
SDHA,664,995
ZNF800,664,995
JUN_COPS5,665,995
TRIM27_UBE2N,665,995
PTEN_PRR23C,665,996
DUSP16,665,996
BFSP1,665,996
SH3KBP1,665,996
WRNIP1,665,997
CDKN1B_RUSF1,666,997
FZD3,666,997
TUBGCP4,666,997
APBB1IP,666,998
CBFB_RUNX1,667,998
RUNX1_CBFB,667,998
TP53_NQO1,667,998
CASP8_APOM,667,999
MYC_TMEM186,667,999
MID1,667,999
OS9,667,999
SIM2,667,1000
MDM2_IL26,668,1000
SMAD3_TPK1,668,1000
SRSF3_PNPLA2,668,1000
MTA2,668,1001
ENTREP3,668,1001
JUN_DFFB,669,1001
GTPBP1,669,1001
HIF3A,669,1002
RBM14,669,1002
PRPF39,669,1002
MYD88_SPOP,670,1002
SET_TP53,670,1003
SPOP_MYD88,670,1003
SSX2_HDAC1,670,1003
TP53_CASP3,670,1003
TP53_SET,670,1004
CDX2_RBM43,670,1004
DDX5_RPS29,670,1004
HRAS_KCNV1,670,1004
RAD17,670,1005
LCA5L,670,1005
ACSL4,670,1005
TRAF7,670,1005
PRAM1,670,1006
DDX18,670,1006
NBPF15,670,1006
DNAJB1_NUDC,671,1006
SRSF2_CIR1,671,1007
CDKN1B_PTDSS1,671,1007
DEK_MRPS2,671,1007
AMER2,671,1007
TCF4,671,1008
RIPK1,671,1008
MDM2_SIVA1,672,1008
TP53_ING1,672,1008
XPA_LIPA,672,1009
CAPN10,672,1009
ZBTB33,672,1009
PRKCA,672,1009
SHCBP1,672,1010
TP53_CCDC106,673,1010
PTEN_UBXN8,673,1010
MTMR1,673,1010
ZBTB16,673,1011
FOXO3,673,1011
PRKCB,673,1011
CASP8_PYCARD,674,1011
MAF_OTUB1,674,1012
SMARCB1_PNP,674,1012
TP53_NSL1,674,1012
PPP1R15A,674,1012
CLASRP,674,1013
DMWD,674,1013
DBF4,674,1013
ALOX5,674,1013
MDM2_RPL11,675,1014
MYOD1_FBXO32,675,1014
IKZF3_FAM163B,675,1014
SOX2_STBD1,675,1014
SLC25A13,675,1015
HSPA12A,675,1015
ARHGEF37,675,1015
MAPK1_ANXA13,676,1015
SOX2_BPNT2,676,1016
LIMD1,676,1016
PRKCD,676,1016
ALOX15B,676,1016
GAB2,676,1017
TRIM27_CDKN1A,677,1017
GATA2_NRTN,677,1017
MYOD1_PCMTD1,677,1017
POU5F1_RLBP1,677,1018
SMARCB1_TTC1,677,1018
TMCO3,677,1018
FOXP1,677,1018
GLB1,677,1019
BRF1,677,1019
CLPB,677,1019
CHGB,677,1019
CDKN1B_AKT1,678,1020
JUN_NFYA,678,1020
MDM2_ATF3,678,1020
RAD51B_RAD51D,678,1020
QKI_SLC35D2,678,1021
ERMARD,678,1021
CUX1,678,1021
ZNF665,678,1021
DHX58,678,1022
OVGP1,678,1022
HRAS_IKZF3,679,1022
IKZF3_HRAS,679,1022
SPOP_NANOG,679,1023
TRIM27_CFL1,679,1023
RNF157,679,1023
MISP,679,1023
ASTE1,679,1024
HSPA9,679,1024
SLC20A1,679,1024
WAS_ARPC3,680,1024
WT1_UBE2I,680,1025
TP53_C1QL2,680,1025
NOL4L,680,1025
FOXP4,680,1025
PDE4C,680,1026
ZNF334,680,1026
COL10A1,680,1026
CDK4_CDC37,681,1026
RUNX1_FKBP11,681,1027
SMAD3_ARL13A,681,1027
SOX2_ZNF474,681,1027
GAS2L1,681,1027
SLC5A9,681,1028
PAK6,681,1028
MPHOSPH10,681,1028
ACOX2,681,1028
CCND1_FBXO4,682,1029
CD79A_BLNK,682,1029
CKAP2,682,1029
GFPT2,682,1029
ZNF16,682,1030
MYC_CCDC134,683,1030
NFE2L2_CAMK2N1,683,1030
ACSL5,683,1030
MDM2_DHFR,684,1031
TP53_BRCC3,684,1031
BCL2_CTBP2,684,1031
CCNE1_TOLLIP,684,1031
SOCS1_KCTD8,684,1032
TP53_BPHL,684,1032
TP53_TMEM221,684,1032
SKIL,684,1032
SETMAR,684,1033
LMLN,684,1033
CPSF3,684,1033
DNAJB1_BAG1,685,1033
TP53_TGFBR3L,685,1034
SLC3A1,685,1034
UBC,685,1034
PLK2,685,1034
C18orf63,685,1035
LMO2_CHN1,686,1035
MAPK1_RASSF2,686,1035
