symbol,length,batch_number
PML_ZNF530,1448,2409
PTPN11_XAB2,1448,2409
DDX5_TRIM28,1449,2409
BCL2_PER3,1449,2409
IKBKB_TBC1D14,1449,2410
MEN1_HSPA4,1450,2410
BMPR1A_IL6ST,1450,2410
CTNNB1_PRPF39,1450,2410
HSP90AA1_SAMD4A,1450,2411
HSP90AB1_RHOBTB2,1451,2411
NFKB2_RELA,1451,2411
RAD51B_HELQ,1451,2411
IRS4_NRSN1,1451,2412
PLCG1_TWIST2,1451,2412
RECQL4_SYF2,1451,2412
FANCD2,1451,2412
CTNNB1_TCF4,1452,2413
KEAP1_PPP1R13L,1452,2413
CEBPA_CEP128,1452,2413
SMAD2_RNF111,1453,2413
SOCS1_IRS1,1453,2414
LATS1_YJU2,1453,2414
KDM6A,1453,2414
TP53_ERCC6,1454,2414
AFF1_FAM177A1,1454,2415
IRS4_SAR1A,1454,2415
SOX2_ITGA7,1454,2415
XPC_SARS1,1454,2415
EGFR_YWHAZ,1455,2416
CTNNB1_CLASRP,1455,2416
RECQL4_FGF14,1455,2416
MAGI2,1455,2416
FANCA,1455,2417
CCDC18,1455,2417
AR_SRC,1456,2417
ARNT_SIM2,1456,2417
HSP90AB1_HSP90AA1,1456,2418
SRC_AR,1456,2418
BARD1_ASTE1,1456,2418
EGFR_TMUB1,1456,2418
KEAP1_CDH17,1456,2419
PTEN_ZBTB11,1456,2419
CYLD_TRAF2,1457,2419
AR_CPNE1,1457,2419
CEBPA_SLC12A1,1457,2420
HIF1A_SPAG16,1457,2420
RAD50_SYNJ2BP,1457,2420
ARNT_HIF3A,1458,2420
EGFR_SFN,1458,2421
TAL1_TRIM33,1458,2421
TRIM33_TAL1,1458,2421
HSP90AA1_RHOBTB2,1459,2421
CTNNB1_ERMARD,1459,2422
CTNNB1_ZNF665,1459,2422
IKBKB_FBLN1,1459,2422
LATS1_FTSJ1,1459,2422
PML_MSL2,1459,2423
EGFR_LGALS3,1460,2423
LATS1_PPP1CA,1460,2423
TNFAIP3_ACSL4,1460,2423
TP53_ZMIZ1,1460,2424
ABL1_JUN,1461,2424
HSP90AA1_TBK1,1461,2424
IRS4_HSPB1,1461,2424
JUN_ABL1,1461,2425
TNFAIP3_RIPK1,1461,2425
BRAF_DBN1,1461,2425
CTNNB1_COL10A1,1461,2425
CTNNB1_NOL4L,1461,2426
CTNNB1_PDE4C,1461,2426
DAXX_WDCP,1461,2426
PTPRC_SREK1IP1,1461,2426
TOP1_ZSWIM3,1461,2427
NEO1,1461,2427
BAP1_FOXK1,1462,2427
IKBKB_PRKCQ,1462,2427
PRDM1_PRMT5,1462,2428
TRIM24_DOK2,1462,2428
EZH2_USP44,1463,2428
NFKB2_FBXW11,1463,2428
CTNNB1_GFPT2,1463,2429
TP53_XPO1,1464,2429
XPO1_TP53,1464,2429
CIITA_MAT2B,1464,2429
ELL_TTC27,1464,2430
ETV4_RAI14,1464,2430
NCOA2,1464,2430
GRIN2A,1464,2430
COL1A1,1464,2431
DNM2_SNX9,1465,2431
ESR1_BCAR1,1465,2431
RHOA_DIAPH1,1465,2431
EPAS1_ZNF467,1465,2432
MYD88_ANKFY1,1465,2432
RB1_FZD4,1465,2432
AR_KAT5,1466,2432
HIP1_IFT57,1466,2433
SUZ12_CTCF,1466,2433
TP53_TSC22D1,1466,2433
PIK3CB_MVK,1466,2433
SOX2_CFAP251,1466,2434
ESR1_UBE3A,1467,2434
NTRK3_NELFB,1467,2434
CBL_ZNF394,1467,2434
EGFR_CISH,1468,2435
FBXW7_MYB,1468,2435
IKBKB_IRAK1,1468,2435
MYB_FBXW7,1468,2435
ABL1_RAD51,1469,2436
GOPC_GRID2,1469,2436
MLH1_POLH,1469,2436
SRC_PGR,1469,2436
EGFR_ASPRV1,1469,2437
MDM2_FHIP1B,1469,2437
MITF_HERC3,1469,2437
SYK_JADE2,1469,2437
ADGRL2,1469,2438
EGFR_CCDC127,1470,2438
LATS2_SAV1,1471,2438
ERCC2_FBXO34,1471,2438
HSP90AA1_GTSE1,1471,2439
JAK2_GPR17,1471,2439
PIK3R1_HNRNPUL2,1471,2439
STAT3_SLC26A1,1471,2439
TNFRSF14_C6orf132,1471,2440
EPS15_EPN1,1472,2440
ERBB2_GRB2,1472,2440
HIF1A_HSPA8,1472,2440
NFE2L2_SP140,1472,2441
SFPQ_TOP1,1472,2441
TOP1_SFPQ,1472,2441
ZMYM2_SUMO2,1472,2441
EGFR_NRM,1472,2442
CBL_TGFBR2,1473,2442
IRS4_GRB2,1473,2442
KDR_GABARAP,1473,2442
EZH2_DNAI7,1473,2443
JAK2_DDO,1473,2443
PALB2_MORF4L2,1474,2443
RB1_KAT5,1474,2443
CHEK2_PIGN,1474,2444
DDX3X_NOP2,1474,2444
IKBKB_SANBR,1474,2444
RABEP1_GGA2,1475,2444
TOP1_NCL,1475,2445
NUP153,1475,2445
CYLD_SPATA2,1476,2445
DDX3X_EIF3B,1476,2445
ERBB2_IFTAP,1476,2446
KIT_FAM83F,1476,2446
PTPN11_RAPGEF5,1476,2446
CHEK2_MSH2,1477,2446
FBXW7_STAT3,1477,2447
MSH2_CHEK2,1477,2447
STAT3_FBXW7,1477,2447
AFF1_DCUN1D2,1477,2447
DDIT3_EVC2,1477,2448
NFE2L2_KCNQ2,1477,2448
PTEN_PLD1,1477,2448
CYLD_TRAF6,1478,2448
CTNNB1_LCA5,1478,2449
ERBB2_DNAJB9,1478,2449
EZH2_MTIF2,1478,2449
RPN1_ARHGEF26,1478,2449
FYCO1,1478,2450
EPAS1_KLHL20,1479,2450
FBXW7_NFE2L1,1479,2450
NFKB2_RELB,1479,2450
ERCC4_ALDH4A1,1479,2451
HSP90AA1_HNRNPUL2,1479,2451
SYK_VAV1,1480,2451
ABL1_NUDT9,1480,2451
APOBEC3B_TDRD7,1480,2452
CUX1_SCNN1D,1480,2452
FGFR3_ALOX5,1480,2452
RB1_GALNT14,1480,2452
CFTR,1480,2453
BCR_RFESD,1481,2453
CTNNB1_PTPRE,1481,2453
NFKB2_PIGQ,1481,2453
MAGI3,1481,2454
AR_FAM222B,1482,2454
BRAF_IKBKE,1482,2454
EGFR_EBLN2,1482,2454
EGFR_IGFBP5,1482,2455
HSP90AA1_POMT2,1482,2455
LATS2_ZSCAN9,1482,2455
FBXW7_CUL1,1483,2455
PDGFRB_NCK1,1483,2456
TP53_PPP1R13B,1483,2456
CCND1_C6orf132,1483,2456
IKBKB_ANKRD6,1483,2456
PTEN_ADCY7,1483,2457
BAZ1B,1483,2457
IRS4_CACYBP,1484,2457
STAT3_HIC1,1484,2457
MDM2_KANSL1L,1484,2458
EPS15_UBQLN1,1485,2458
PML_GOLGA8B,1485,2458
TNFAIP3_IQCE,1485,2458
ARNT_AHRR,1486,2459
DCTN1_RAB6A,1486,2459
MLLT10_SS18,1486,2459
SS18_MLLT10,1486,2459
SUZ12_EZH1,1486,2460
SUZ12_SIRT1,1486,2460
AFF4_MRPS35,1486,2460
CBL_SP140L,1486,2460
CTNNB1_EOMES,1486,2461
HIF1A_RARS1,1486,2461
LATS1_RFC3,1486,2461
PIK3C2G,1486,2461
CBL_GALNT12,1487,2462
RB1_SLC43A1,1487,2462
BCR_GRB2,1488,2462
KIT_LYN,1488,2462
LZTR1_RAF1,1488,2463
RB1_AATF,1488,2463
RB1_CBX4,1488,2463
STAT3_NFKBIZ,1488,2463
STRN_ZRANB1,1488,2464
KEAP1_EPB41,1488,2464
TP53_PTK2,1489,2464
CTNNB1_HPS4,1489,2464
SRC_PSMD1,1489,2465
TCOF1,1489,2465
CBL_SHC1,1490,2465
EZH2_SUZ12,1490,2465
PTPN11_CSF2RB,1490,2466
RNF43_SFPQ,1490,2466
SFPQ_RNF43,1490,2466
SMARCB1_SMARCC1,1490,2466
SUZ12_EZH2,1490,2467
BCR_NUDT5,1490,2467
CARD11_CSNK1A1,1491,2467
ERCC3_UVSSA,1491,2467
LATS2_AURKA,1491,2468
PML_KLHL20,1491,2468
CYLD_ALDH6A1,1491,2468
EPS15_PRDM6,1491,2468
XPO1_DNAAF4,1491,2469
IRS4_EVI2A,1492,2469
HIF1A_OS9,1493,2469
ERCC3_DDHD2,1493,2469
RAD21_USP13,1494,2470
ABL1_HAVCR1,1494,2470
AFF4_RDH13,1494,2470
EGFR_RDM1,1494,2470
HIF1A_HIF3A,1495,2471
MDM2_GTF2I,1495,2471
TP53_USP7,1495,2471
JUN_TSC1,1495,2471
MECOM_MRPL28,1495,2472
ERCC3_FRMD7,1496,2472
FLT4_LSM1,1496,2472
SYNJ2,1496,2472
TOP1_XRCC5,1497,2473
BCL2_STAG1,1497,2473
EZH2_WDPCP,1497,2473
SF3B1_AP3S2,1497,2473
STAT3_ANKRD6,1497,2474
EZH2_EZH1,1498,2474
EZH2_SIRT1,1498,2474
AR_HACL1,1498,2474
DAXX_IMMT,1498,2475
IRS4_HOXC8,1498,2475
CBL_PTPN11,1499,2475
EZH2_SMURF2,1499,2475
PTEN_PTK2,1499,2476
PTPN11_CBL,1499,2476
XPO1_HDAC3,1499,2476
BCL10_TBC1D9,1499,2476
SMAD2_SEC24D,1499,2477
TFE3_TMEM8B,1499,2477
AFF1_SIAH1,1500,2477
DDB2_USP53,1500,2477
IKBKB_CHUK,1501,2478
IRS4_YWHAQ,1501,2478
IRS4_YWHAZ,1501,2478
RABEP1_GGA1,1501,2478
EGFR_AKTIP,1502,2479
HSP90AA1_APP,1502,2479
HSP90AA1_STAT3,1502,2479
IRS4_YWHAB,1502,2479
IRS4_YWHAH,1502,2480
STAT3_HSP90AA1,1502,2480
ERBB4_C9orf40,1502,2480
TERT_STARD7,1502,2480
CASP8_NLRC4,1503,2481
CCND1_DZIP3,1503,2481
CYLD_CLIP3,1503,2481
HRAS_SOS1,1503,2481
IRS4_YWHAG,1503,2482
USP8_MCIDAS,1503,2482
AR_ZBTB7A,1504,2482
PIK3CA_ORC4,1504,2482
NFKB2_BTRC,1505,2483
PTEN_USP7,1505,2483
HSP90AA1_MAP7D2,1505,2483
RET_EDA,1505,2483
USP8_WDR89,1505,2484
EGFR_CAMLG,1506,2484
FOXL2_LATS1,1506,2484
LATS1_FOXL2,1506,2484
TNFAIP3_IKBKE,1506,2485
PML_CERT1,1506,2485
ABL1_NCK1,1507,2485
ABL1_ZDHHC16,1507,2485
EGFR_CDK1,1507,2486
EGFR_ERCC1,1507,2486
FUS_USP15,1507,2486
PIK3R1_RNF43,1507,2486
RNF43_PIK3R1,1507,2487
CBL_ESCO2,1507,2487
CBL_HMGXB4,1507,2487
DDIT3_CENPJ,1507,2487
EGFR_SAP25,1507,2488
ERC1_BDKRB2,1507,2488
KIT_NXF3,1507,2488
PML_ENO4,1507,2488
PML_GCKR,1507,2489
NFATC2_IRF2BP2,1508,2489
PLCG1_GRB2,1508,2489
EZH2_COMP,1508,2489
HSP90AA1_PCDHB16,1508,2490
BCL6_ZBTB17,1509,2490
HSP90AA1_NR3C1,1509,2490
PALB2_MORF4L1,1509,2490
TAF15_SAFB,1509,2491
LATS2_C7orf25,1509,2491
NTRK1_POLH,1509,2491
CIITA_MRPL38,1510,2491
EGFR_CENPO,1510,2492
HIF1A_UBC,1511,2492
IL6ST_PTPN11,1511,2492
IRS4_YWHAE,1511,2492
KIT_SOCS6,1511,2493
MYD88_HDAC6,1511,2493
PTPN11_IL6ST,1511,2493
CNOT3_IMMT,1511,2493
ATP1A1_SPRTN,1512,2494
ESR1_SAFB,1512,2494
HSP90AA1_CUL5,1512,2494
RB1_ZBTB7A,1512,2494
MLH1_PLCD1,1512,2495
MAP3K1,1512,2495
EPRS1,1512,2495
EGFR_CRKL,1513,2495
EGFR_STUB1,1513,2496
LATS1_SAV1,1513,2496
EGFR_PUSL1,1513,2496
LATS1_GABPB1,1513,2496
EGFR_CRK,1514,2497
FOXP1_MOGS,1514,2497
CBLB_CAMK2D,1515,2497
CASP8_HIP1,1516,2497
HIP1_CASP8,1516,2498
SMARCE1_SMARCC1,1516,2498
CBL_SLC23A3,1516,2498
IRS4_IRAK1BP1,1516,2498
MECOM_PSMB7,1516,2499
NEXMIF,1516,2499
DAXX_NR3C1,1517,2499
HSP90AA1_SP1,1517,2499
MALT1_TAB2,1517,2500
RB1_ENC1,1517,2500
STAT3_SIRT1,1517,2500
CTNNB1_ZC3H14,1517,2500
MDM2_LLGL2,1517,2501
PER1_IDI2,1517,2501
ESR1_ZNF721,1518,2501
RNF43_DVL2,1519,2501
TNFAIP3_TBK1,1519,2502
ARHGEF40,1519,2502
EPS15_UBQLN2,1520,2502
STAG2_CDCA5,1520,2502
STAT3_STAT1,1520,2503
BUB1B_DES,1520,2503
CARD11_FAM131A,1520,2503
CBLB_NAPRT,1520,2503
FBXO11_PTPN9,1520,2504
PTEN_USP8,1521,2504
USP8_PTEN,1521,2504
CTNNB1_NAALAD2,1521,2504
MSH2_TRIM29,1522,2505
SRC_EPHB2,1522,2505
BUB1B_KRT14,1522,2505
MYD88_AFF3,1522,2505
NFE2L2_HK2,1522,2506
PPP2R1A_NPAS3,1522,2506
TOPBP1,1522,2506
AR_NR2C1,1523,2506
TP53_SIN3B,1523,2507
TAL1_PKP4,1523,2507
PLCG1_LAT,1524,2507
STAT3_LRRC36,1524,2507
CBL_ZAP70,1525,2508
ERBB4_GRB2,1525,2508
NFE2L2_USP11,1525,2508
PALB2_RAD51,1525,2508
HSP90AA1_SF3A1,1525,2509
LATS1_ZNG1B,1525,2509
CTNNB1_JUP,1526,2509
EZH2_DCBLD2,1526,2509
PDGFRB_TADA2B,1526,2510
TERT_NDRG1,1526,2510
TP53_RC3H1,1526,2510
EZR_VPS11,1527,2510
RPN1_USP11,1527,2511
TP53_TP53BP2,1527,2511
EGFR_RACK1,1527,2511
HSP90AA1_NAALADL2,1527,2511
HSP90AA1_NTRK1,1528,2512
NTRK1_HSP90AA1,1528,2512
ABL1_OTUD3,1528,2512
EGFR_SLC25A42,1528,2512
LATS2_SETD4,1528,2513
RAC1_SH3TC1,1528,2513
SF3B1_COMMD5,1528,2513
PIK3CA_PIK3R3,1529,2513
ZMYM2_UBE2A,1529,2514
ZMYM2_UBE2B,1529,2514
FGFR3_HSP90AB1,1530,2514
HSP90AB1_FGFR3,1530,2514
LATS1_WWTR1,1530,2515
MECOM_MBD3,1530,2515
WWTR1_LATS1,1530,2515
XPO1_CA9,1530,2515
AR_KAT7,1531,2516
HSP90AA1_ZNF227,1531,2516
LATS1_DCTN2,1531,2516
CTNNB1_EZH2,1532,2516
EZH2_CTNNB1,1532,2517
MDM2_USP48,1532,2517
USP8_TARDBP,1532,2517
ABL1_B3GNT9,1532,2517
CYLD_OPTN,1533,2518
DNMT3A_PIAS2,1533,2518
PML_PIAS1,1533,2518
DAXX_PLEKHH3,1533,2518
KIT_TJAP1,1533,2519
LATS1_QTRT1,1533,2519
MDM2_MAP3K21,1533,2519
STAT6_MASP2,1533,2519
TP53_MEGF10,1533,2520
AR_NCOA4,1534,2520
NCOA4_AR,1534,2520
WWTR1_TP53BP2,1534,2520
FUBP1_FAM171A1,1534,2521
JAK1_OPRK1,1534,2521
AFF4_CDK9,1535,2521
DNM2_SH3KBP1,1535,2521
ERC1_IKBKG,1535,2522
RAD21_SRRM1,1535,2522
AR_DBF4B,1535,2522
BLM_SMIM17,1535,2522
CBL_ZNF195,1535,2523
BUB1B_PPP2R5A,1536,2523
CIITA_PSMC5,1536,2523
CHEK2_ANKRD44,1536,2523
EGFR_FBXL12,1536,2524
EZH2_SUN1,1536,2524
HSP90AB1_CHAMP1,1536,2524
ERBB2_TRA2A,1537,2524
PTEN_VCL,1537,2525
BLM_RPA3,1538,2525
CBL_SH2B2,1538,2525
FGFR3_HSP90AA1,1538,2525
HSP90AA1_FGFR3,1538,2526
TRIM33_LDB1,1538,2526
IRS4_PDX1,1539,2526
MYCN_NFATC3,1539,2526
ZFYVE16,1539,2527
KDM5D,1539,2527
EGFR_GRAP2,1540,2527
ERCC2_AMOTL2,1540,2527
IKBKB_E4F1,1540,2528
NFATC2_KLC4,1540,2528
TNFAIP3_POMT2,1540,2528
AR_PIAS2,1541,2528
BCL11A_BCL6,1541,2529
BCL6_BCL11A,1541,2529
CBL_SYK,1541,2529
HIF1A_MTA1,1541,2529
SYK_CBL,1541,2530
EZH2_NCBP1,1541,2530
LATS2_GCNT4,1541,2530
MAP3K13_GASK1A,1541,2530
ASXL1,1541,2531
ERCC3_ERCC2,1542,2531
CCND3_RAPH1,1542,2531
CYLD_LMNB1,1542,2531
MSH2_DENND6A,1542,2532
KEAP1_NPEPPS,1543,2532
ELL_CCAR2,1544,2532
KEAP1_USP11,1544,2532
HLA-A_ITGA1,1544,2533
IRS4_STX1A,1544,2533
ARHGEF12,1544,2533
KDM5B,1544,2533
CBL_CD2AP,1545,2534
EGFR_GAPDH,1545,2534
NBN_ATRIP,1545,2534
SRC_PTK2B,1545,2534
ABL1_QTRT2,1545,2535
BCL10_ARID4B,1545,2535
IRS4_CCND2,1545,2535
KDR_CT45A7,1545,2535
ABL1_PSTPIP1,1546,2536
AFF1_SDS,1546,2536
KIT_TM7SF3,1546,2536
RHOA_ROCK1,1547,2536
STAT3_NR3C1,1547,2537
IRS4_MAIP1,1547,2537
JUN_PLCB1,1547,2537
KTN1_RHOG,1548,2537
PIK3CA_AKT1,1548,2538
HIF1A_NCKIPSD,1548,2538
BUB1B_CDC20,1549,2538
CCNE1_RBL2,1549,2538
SOCS1_IRS2,1549,2539
ABL1_BZW2,1549,2539
ABL1_FDPS,1549,2539
AR_BCAS1,1549,2539
CARD11_MAT2A,1549,2540
CD274_AUTS2,1549,2540
PTEN_NOL6,1549,2540
REL_INTS7,1549,2540
HIF1A_HSP90AB1,1550,2541
HSP90AB1_HIF1A,1550,2541
KTN1_RHOA,1550,2541
RHOA_KTN1,1550,2541
RB1_KLC2,1550,2542
NF2_AMOTL1,1551,2542
SF3B1_NSMCE2,1551,2542
CDH1_RAD17,1552,2542
NTRK1_SH2B1,1552,2543
SMAD3_TRIM33,1552,2543
TRIM33_SMAD3,1552,2543
ABL1_KYAT1,1552,2543
CBL_PPWD1,1552,2544
SOX2_SLK,1552,2544
IKBKB_TRPC4AP,1553,2544
EGFR_RPUSD3,1553,2544
MAPK1_DIAPH3,1553,2545
PML_AMER2,1553,2545
HSP90AA1_FGFR1,1554,2545
EGFR_B4GALT4,1554,2545
PTPN11_GABBR1,1554,2546
ARNT_SIM1,1555,2546
CBL_UBASH3B,1555,2546
DAXX_SLC9A1,1555,2546
PML_ZBTB16,1555,2547
STAT3_SP1,1555,2547
DDX5_PCDHA12,1555,2547
EGFR_OPN1SW,1555,2547
ERC1_EXOSC9,1555,2548
HIP1_UNC5CL,1555,2548
TP53_TTF2,1555,2548
MYC_USP7,1556,2548
EGFR_LUZP2,1556,2549
NCOA1_SDHAF1,1556,2549
USP8_TMEM184C,1556,2549
EGFR_NFYA,1557,2549
ESR1_USO1,1557,2550
TP53_FHOD1,1557,2550
LCOR,1557,2550
ERBB2_STUB1,1558,2550
FBXW7_STAT2,1558,2551
HIF1A_HSP90AA1,1558,2551
HIF1A_XRCC5,1558,2551
HSP90AA1_HIF1A,1558,2551
CTNNB1_BARD1,1558,2552
PLCG1_MRPL9,1558,2552
CYLD_PLK1,1559,2552
ERBB3_GRB2,1559,2552
ABL2_CDC37,1560,2553
EGFR_PLEK,1560,2553
PML_ZNF665,1560,2553
TNFAIP3_APP,1560,2553
AR_HSPA1A,1561,2554
ABL1_NOCT,1561,2554
CDH11_LRCH2,1561,2554
ABL1_PAG1,1562,2554
BCL11B_MTA2,1562,2555
CYLD_MAP3K7,1562,2555
EGFR_SH3GL2,1562,2555
PALB2_RAD51C,1562,2555
EGFR_MKX,1562,2556
HIF1A_ZC3H14,1562,2556
DNMT3A_PIAS1,1563,2556
CYLD_TCTN3,1563,2556
RNF43_PPP1R21,1563,2557
STAT3_CALD1,1563,2557
EGFR_GNAI3,1564,2557
EZH2_EPC1,1564,2557
EZH2_SNX29,1564,2558
PIK3R1_MCM8,1564,2558
PLCG1_ZGLP1,1564,2558
SUZ12_IL4R,1564,2558
CTNNB1_CDH5,1565,2559
HSP90AA1_MAPT,1565,2559
MYD88_FLII,1565,2559
EGFR_SPSB3,1565,2559
EGFR_VASH2,1565,2560
NCOA1_TP53TG3D,1565,2560
SMAD2_TDRD7,1565,2560
TP53_LAMB3,1565,2560
SYNM,1565,2561
CTNNB1_SP1,1566,2561
SPOP_RTN4,1566,2561
TRIM27_CLEC16A,1566,2561
MLLT10_WASF2,1566,2562
NCOA1_MRPS6,1566,2562
CBL_UBASH3A,1567,2562
DDB2_DDB1,1567,2562
ABL1_BYSL,1567,2563
STAT3_AFG3L2,1567,2563
BRD4_SNAP25,1568,2563
CDH1_SLC22A23,1568,2563
STAT3_PCDHB14,1568,2564
PIK3R1_VAV1,1569,2564
PTPN11_EPHA2,1569,2564
HSP90AA1_ATP6V0A1,1569,2564
KDR_TMEM186,1569,2565
GLI2,1569,2565
ABL1_SQSTM1,1570,2565
AXIN2_ANKRD6,1570,2565
BMPR1A_BMPR2,1570,2566
KIT_GRB10,1570,2566
NF2_NEDD4L,1570,2566
HSP90AB1_CLOCK,1570,2566
USP8_IDH2,1570,2567
AR_PIAS1,1571,2567
CBL_SH3KBP1,1571,2567
HIF1A_CUL2,1571,2567
IRS4_CALU,1571,2568
KIT_PTPN6,1571,2568
RET_PDLIM7,1571,2568
AR_GUSB,1571,2568
MALT1_MED25,1571,2569
HSP90AA1_HSPA4,1572,2569
SMAD2_SMARCC1,1572,2569
USP6_MYL2,1572,2569
CARD11_IKBKG,1573,2570
HIF1A_SIRT1,1573,2570
IRS4_RCN2,1573,2570
BUB1B_NPEPL1,1573,2570
EZH2_SUSD2,1573,2571
HSP90AA1_SLITRK6,1573,2571
BCR_CRKL,1574,2571
HIF1A_SMURF2,1574,2571
TNFAIP3_RIPK4,1574,2572
DAXX_MSH5,1574,2572
AR_FOXO1,1575,2572
BLM_UBE2I,1575,2572
BRD4_VHL,1575,2573
CBLB_PTPN11,1575,2573
FOXO1_AR,1575,2573
LATS2_STK4,1575,2573
PTPN11_CBLB,1575,2574
EGFR_MAPK13,1575,2574
IQGAP2,1575,2574
RB1_RAF1,1576,2574
AFF1_HEXIM1,1577,2575
CDH11_CTNNB1,1577,2575
CTNNB1_CDH11,1577,2575
CTNNB1_IRF2BPL,1577,2575
DAXX_ADAMTS4,1577,2576
DDB2_MAN2A2,1577,2576
IRS4_MFNG,1577,2576
SOCS1_IGF1R,1578,2576
ABL1_TAPBP,1578,2577
DDX3X_NEFM,1578,2577
RABEP1_STIM1,1578,2577
USP8_TFAP2B,1578,2577
HSP90AA1_MAP3K11,1579,2578
MEN1_NFKB1,1579,2578
TNFAIP3_TAX1BP1,1579,2578
EGFR_NAT16,1579,2578
HSP90AA1_AHR,1580,2579
TP53_SMG7,1580,2579
GLI3,1580,2579
RAD50_GEMIN2,1581,2579
RHOA_ROCK2,1581,2580
AR_SLC24A2,1581,2580
BUB1B_CYP27A1,1581,2580
ERBB2_PIM3,1581,2580
HSP90AA1_PLA2G4F,1581,2581
NCOA1_POP7,1581,2581
NCOA1_TMEM18,1581,2581
NCOA1_TRAPPC2B,1581,2581
PML_ZNF782,1581,2582
RECQL4_FBLIM1,1581,2582
RPN1_BICC1,1581,2582
TP53_ARID5B,1581,2582
MED1,1581,2583
BARD1_PLA2G6,1583,2583
CBL_CHGB,1583,2583
RET_MINDY1,1583,2583
LATS1_PPM1F,1584,2584
ERCC3_ARHGEF19,1584,2584
HSP90AA1_ZSCAN29,1584,2584
JAK2_ETV6,1584,2584
RET_NR0B1,1584,2585
KIF5B_KLC2,1585,2585
LATS2_MDM2,1585,2585
MDM2_LATS2,1585,2585
RABEP1_GGA3,1585,2586
SOCS1_MAP3K5,1585,2586
CEBPA_CDAN1,1585,2586
EZH2_SLC9A3,1585,2586
KIT_C17orf80,1585,2587
MYCN_MYT1,1585,2587
POT1_PCDH20,1585,2587
RNF43_CDC5L,1585,2587
TP53_WWC2,1585,2588
ADGRB2,1585,2588
EZH2_TRIM28,1586,2588
CBL_COL10A1,1586,2588
EGFR_SLC30A7,1586,2589
JAK1_AHCY,1586,2589
JAK1_TXNDC5,1586,2589
MDM2_TTI1,1586,2589
NFE2L2_EML4,1586,2590
PIK3R1_RABEP1,1586,2590
DDR2_HSP90AA1,1587,2590
EGFR_NCK1,1587,2590
HSP90AA1_DDR2,1587,2591
IRS4_RCN1,1587,2591
JAK2_TNFRSF1A,1587,2591
RB1_ZNF853,1587,2591
EGFR_CDC37,1588,2592
LATS1_HTRA2,1588,2592
PIK3R1_LTK,1588,2592
RET_CBLC,1588,2592
TERT_RUVBL1,1588,2593
DDB2_BMP2K,1588,2593
LATS2_KCNV1,1588,2593
MYC_KCNT2,1589,2593
SF3B1_INKA1,1589,2594
SMAD3_ATP8A1,1589,2594
AFF1_CDK9,1590,2594
EGFR_NCK2,1590,2594
SUFU_GLI1,1590,2595
RXRA_NCKAP1,1590,2595
SMARCA2,1590,2595
HSP90AA1_AGO2,1591,2595
SRC_TNK2,1591,2596
TP53_HIPK2,1591,2596
AR_AMER2,1591,2596
CDK4_MAP3K6,1591,2596
EGFR_PPM1A,1592,2597
LATS2_YAP1,1592,2597
ABL2_COX15,1592,2597
CBL_ZNF569,1592,2597
STAT6_CUL2,1592,2598
AR_ZBTB16,1593,2598
CCND1_AMBRA1,1593,2598
MYC_USP28,1593,2598
XPO1_NUP62,1593,2599
RB1_BFSP1,1593,2599
USP8_TRIM62,1593,2599
CRTC3_NEDD4L,1594,2599
MDM2_REST,1594,2600
SMAD2_TRIM33,1594,2600
TRIM33_SMAD2,1594,2600
RARA_BTBD7,1594,2600
RB1CC1,1594,2601
IRS4_CTSB,1595,2601
RET_DOK1,1595,2601
TERT_RUVBL2,1595,2601
IRS4_DHRS7,1595,2602
EZH2_VAV1,1596,2602
HIF1A_STAT3,1596,2602
MAP3K13_TRIM25,1596,2602
POLD1_SPRTN,1596,2603
RBM15_NXF1,1596,2603
STAT3_ELP2,1596,2603
STAT3_HIF1A,1596,2603
CTNNB1_KCTD3,1596,2604
SETBP1,1596,2604
SMAD3_THBS2,1597,2604
USP8_CFLAR,1598,2604
PTPN11_SALL2,1598,2605
MDM2_USP7,1599,2605
EGFR_ZNF414,1600,2605
LATS1_TRAF4,1600,2605
AR_PAK6,1601,2606
CBLB_ZAP70,1601,2606
JUN_DHX9,1601,2606
BAP1_KCNQ2,1601,2606
DAXX_AXIN1,1602,2607
KIF5B_KLC1,1602,2607
MLH1_EXO1,1602,2607
EGFR_FEZ1,1602,2607
EGFR_SPOPL,1602,2608
PIK3R1_PRKD2,1602,2608
ELL_ICE2,1603,2608
TP53_HIPK1,1603,2608
CBL_ZSCAN32,1603,2609
PIK3CA_PRKCSH,1603,2609
RAD50_EXOSC7,1603,2609
EZH2_DNMT3B,1604,2609
RB1_BRF1,1605,2610
EGFR_CHKB,1605,2610
ERBB2_CERS1,1605,2610
CUX1_RB1,1606,2610
RB1_CUX1,1606,2611
BRD4_TSPAN16,1606,2611
ERBB3_CA7,1606,2611
EZH2_DDR2,1606,2611
PREX2,1606,2612
CTNNB1_HIF1A,1607,2612
FBXW7_NFKB2,1607,2612
FOXO4_USP7,1607,2612
HIF1A_CTNNB1,1607,2613
KIT_TEC,1607,2613
MET_GRB2,1607,2613
NFKB2_FBXW7,1607,2613
EGFR_ELL3,1607,2614
KTN1_MMAB,1607,2614
TOP1_UNC5A,1607,2614
LZTR1_CUL3,1608,2614
FGFR2_SUPV3L1,1608,2615
HSP90AA1_KPNB1,1608,2615
RB1_PDE4C,1608,2615
ABI1_NCKAP1,1609,2615
BCL11B_MTA1,1609,2616
EPAS1_LETM1,1609,2616
