ref_ID,alt_ID,bait_ID,perturbation
ZNF688_1,ZNF688_2,KRTAP4-2,False
ZNF688_1,ZNF688_2,KIAA1712,False
ZNF688_1,ZNF688_2,CEP70,False
ZNF688_1,ZNF688_2,HMBOX1,False
HNRPLL_1,HNRPLL_2,KRTAP10-3,False
METTL17_1,METTL17_4,CEP70,False
HNRPLL_1,HNRPLL_2,FAM9B,False
PGAP2_1,PGAP2_4,CREB3L1_ORF1,False
PRCC_1,PRCC_3,HOMER3,False
BANP_1,BANP_2,ZNF471,False
BANP_1,BANP_2,BANP,False
NUP62CL_1,NUP62CL_2,OGT,False
RPGR_1,RPGR_2,HOMEZ_ORF1,False
RPGR_1,RPGR_2,HOMEZ_ORF2,False
RXRB_1,RXRB_2,RARA_ORF1,False
RXRB_1,RXRB_2,RARB,False
DCTN4_1,DCTN4_2,HMG20A,False
RXRB_1,RXRB_2,NR1H4,False
RXRB_1,RXRB_2,NR1H3,False
PGAP2_1,PGAP2_3,CREB3L1_ORF1,False
BANP_1,BANP_3,MEOX2,False
RXRB_1,RXRB_3,GOLGA2_ORF2,False
GNMT_1,GNMT_3,GNMT,False
RXRB_1,RXRB_3,TRIM37,False
RXRB_1,RXRB_3,PLSCR1,False
RXRB_1,RXRB_3,SIAH1_ORF1,False
RXRB_1,RXRB_3,TFCP2,False
RXRB_1,RXRB_3,PSTPIP1,False
RXRB_1,RXRB_3,CALCOCO2,False
RXRB_1,RXRB_3,TADA3,False
RXRB_1,RXRB_3,MID2,False
CDK20_1,CDK20_5,TRIM2,False
BANP_1,BANP_3,MEOX1,False
BANP_1,BANP_3,REL,False
RXRB_1,RXRB_3,EXOSC8,False
BANP_1,BANP_4,MDFI,False
BANP_1,BANP_4,RAB3IP,False
BANP_1,BANP_4,ZMIZ2,False
BANP_1,BANP_4,ZNF471,False
BANP_1,BANP_4,BANP,False
BANP_1,BANP_4,POGZ,False
BANP_1,BANP_4,TOX4,False
BANP_1,BANP_4,TRAF4,False
BANP_1,BANP_4,SP4,False
BANP_1,BANP_4,REL,False
BANP_1,BANP_4,MEOX2,False
BANP_1,BANP_4,MEOX1,False
BANP_1,BANP_4,FOXM1_ORF1,False
PLP1_1,PLP1_2,CREB3L1_ORF1,False
BANP_1,BANP_4,FOXM1_ORF2,False
BANP_1,BANP_4,FHL2,False
BANP_1,BANP_4,DLX3,False
BANP_1,BANP_4,CRX,False
NEFL_1,NEFL_2,CEP57L1,False
PDE9A_1,PDE9A_2,PDE9A,False
PDE9A_1,PDE9A_2,TRIM32,False
BANP_1,BANP_3,BANP,False
PDE9A_1,PDE9A_3,PDE9A,False
PDE9A_1,PDE9A_3,TRIM32,False
PLP1_1,PLP1_2,BCL2L13,False
CDK20_1,CDK20_4,TRIM2,False
RXRB_1,RXRB_3,TFIP11,False
HNRPLL_1,HNRPLL_2,KRT40,False
HGS_1,HGS_2,NEFL,False
TEAD4_1,TEAD4_2,PNMA1,False
HGS_1,HGS_2,FAM168A,False
HGS_1,HGS_2,EXOC5,False
TEAD4_1,TEAD4_2,RUNDC3A,False
TEAD4_1,TEAD4_2,MTUS2,False
HGS_1,HGS_2,TRAF4,False
HGS_1,HGS_2,MAGED1,False
HGS_1,HGS_2,MED7,False
HGS_1,HGS_2,NMI_ORF2,False
TEAD4_1,TEAD4_2,KRT40,False
HGS_1,HGS_2,VPS52,False
HGS_1,HGS_2,KRT13,False
HGS_1,HGS_2,MIF4GD,False
HGS_1,HGS_2,CDR2,False
HGS_1,HGS_2,AES,False
BTRC_1,BTRC_4,TRIM9_ORF1,False
BTRC_1,BTRC_4,TACC1,False
BTRC_1,BTRC_4,ATF4_ORF2,False
BTRC_1,BTRC_3,TRIM9_ORF1,False
BTRC_1,BTRC_3,RASSF5,False
BTRC_1,BTRC_3,TACC1,False
BTRC_1,BTRC_3,ATF4_ORF2,False
BTRC_1,BTRC_3,ATF4_ORF1,False
NCK2_1,NCK2_2,WASL,False
HGS_1,HGS_2,SS18L1_ORF2,False
HGS_1,HGS_2,CCDC136,False
RXRB_1,RXRB_3,UBL7,False
AMMECR1_1,AMMECR1_2,KRTAP10-8,False
RXRB_1,RXRB_3,CCDC57,False
RXRB_1,RXRB_4,GOLGA2_ORF2,False
RXRB_1,RXRB_4,TRIM37,False
RXRB_1,RXRB_4,TFCP2,False
RXRB_1,RXRB_4,TADA3,False
RBM14_1,RBM14_2,CRLF3,False
RXRB_1,RXRB_4,MID2,False
SRRM1_1,SRRM1_2,CLK2_ORF1,False
RBM5_1,RBM5_2,MEOX2,False
RXRB_1,RXRB_4,EXOSC8,False
RXRB_1,RXRB_4,TFIP11,False
RXRB_1,RXRB_4,UBL7,False
HGS_1,HGS_2,COG8,False
RIN1_1,RIN1_2,KRTAP13-1,False
MYOT_1,MYOT_2,ACTN2,False
SFTPC_1,SFTPC_2,TMEM79,False
HGS_1,HGS_2,KRTAP26-1,False
HGS_1,HGS_2,RFX6,False
HGS_1,HGS_2,CCDC67,False
SGCA_1,SGCA_2,SGTA,False
HGS_1,HGS_2,TRIM69,False
HGS_1,HGS_2,MAPK1IP1L,False
HGS_1,HGS_2,CCDC114,False
HGS_1,HGS_2,C1orf94,False
NEFL_1,NEFL_2,KIFC3,False
BANP_1,BANP_5,CRX,False
BANP_1,BANP_5,DLX3,False
ZGPAT_1,ZGPAT_2,TRIM27_ORF2,False
TMEM67_1,TMEM67_2,UBQLN1_ORF2,False
FAM126A_1,FAM126A_3,MEOX2,False
ZGPAT_1,ZGPAT_2,LZTS2,False
ZGPAT_1,ZGPAT_2,CEP70,False
ZGPAT_1,ZGPAT_2,AMOTL2,False
ZGPAT_1,ZGPAT_2,TFIP11,False
ZGPAT_1,ZGPAT_2,IKZF3,False
ZGPAT_1,ZGPAT_2,MID2,False
ZGPAT_1,ZGPAT_2,BLZF1,False
ZGPAT_1,ZGPAT_2,AIMP2,False
ZGPAT_1,ZGPAT_2,TP53BP2,False
ZGPAT_1,ZGPAT_2,KIFC3,False
COG7_1,COG7_3,MEOX2,False
ZGPAT_1,ZGPAT_2,GOLGA2_ORF1,False
ZGPAT_1,ZGPAT_2,GOLGA2_ORF2,False
ZGPAT_1,ZGPAT_2,DHX15,False
ZGPAT_1,ZGPAT_2,CDR2,False
ZGPAT_1,ZGPAT_2,AES,False
NDN_1,NDN_3,SERTAD3,False
UCK1_1,UCK1_3,UCK1,False
NDN_1,NDN_3,N6AMT2,False
ACBD4_1,ACBD4_3,KIF9,False
ACBD4_1,ACBD4_3,REL,False
ACBD4_1,ACBD4_3,MEOX2,False
COG7_1,COG7_3,KIFC3,False
COG7_1,COG7_3,ZNF471,False
BANP_1,BANP_5,FHL2,False
HNRPLL_1,HNRPLL_2,TMCC2,False
HNRPLL_1,HNRPLL_2,SSX2IP_ORF2,False
HNRPLL_1,HNRPLL_2,GOPC,False
HNRPLL_1,HNRPLL_2,VAC14,False
HNRPLL_1,HNRPLL_2,THAP1,False
HNRPLL_1,HNRPLL_2,BANP,False
HNRPLL_1,HNRPLL_2,ADAMTSL4,False
HNRPLL_1,HNRPLL_2,MID2,False
HNRPLL_1,HNRPLL_2,RBPMS,False
HNRPLL_1,HNRPLL_2,SPRY2,False
HNRPLL_1,HNRPLL_2,CALCOCO2,False
HNRPLL_1,HNRPLL_2,DDX39A,False
HNRPLL_1,HNRPLL_2,MAGED1,False
HNRPLL_1,HNRPLL_2,AES,False
HNRPLL_1,HNRPLL_2,SRSF11,False
HNRPLL_1,HNRPLL_2,PNMA1,False
HNRPLL_1,HNRPLL_2,BHLHE40,False
HNRPLL_1,HNRPLL_2,DDX39B,False
HNRPLL_1,HNRPLL_2,TADA2A_ORF2,False
HNRPLL_1,HNRPLL_2,SKIL,False
HNRPLL_1,HNRPLL_2,TRIM27_ORF1,False
HNRPLL_1,HNRPLL_2,TRIM27_ORF2,False
HNRPLL_1,HNRPLL_2,MDFI,False
HNRPLL_1,HNRPLL_2,KRT31,False
HNRPLL_1,HNRPLL_2,TRIM23,False
ACBD4_1,ACBD4_3,MEOX1,False
ACBD4_1,ACBD4_3,CRX,False
ACBD4_1,ACBD4_2,KIF9,False
BANP_1,BANP_5,NMNAT1,False
BANP_1,BANP_7,TRAF4,False
BANP_1,BANP_7,SP4,False
BANP_1,BANP_7,REL,False
BANP_1,BANP_7,MEOX2,False
BANP_1,BANP_7,MEOX1,False
BANP_1,BANP_7,MDFI,False
BANP_1,BANP_7,FHL2,False
BANP_1,BANP_7,CRX,False
NDN_1,NDN_5,N6AMT2,False
BANP_1,BANP_5,C1orf94,False
BANP_1,BANP_5,ZMIZ2,False
BANP_1,BANP_5,ZNF471,False
ACBD4_1,ACBD4_2,REL,False
BANP_1,BANP_5,BANP,False
BANP_1,BANP_5,POGZ,False
BANP_1,BANP_5,TOX4,False
BANP_1,BANP_5,TRAF4,False
NEFL_1,NEFL_2,GFAP,False
BANP_1,BANP_5,SP4,False
BANP_1,BANP_5,REL,False
BANP_1,BANP_5,MEOX2,False
BANP_1,BANP_5,MEOX1,False
BANP_1,BANP_5,MDFI,False
BANP_1,BANP_5,FOXM1_ORF2,False
BANP_1,BANP_7,TOX4,False
BANP_1,BANP_7,BANP,False
BANP_1,BANP_7,ZNF471,False
BANP_1,BANP_7,NMNAT1,False
ACBD4_1,ACBD4_2,MEOX1,False
ACBD4_1,ACBD4_2,CRX,False
GINS3_1,GINS3_2,VAC14,False
METTL17_1,METTL17_4,CALCOCO2,False
METTL17_1,METTL17_4,PNMA1,False
METTL17_1,METTL17_4,MDFI,False
NDN_1,NDN_4,SERTAD3,False
NDN_1,NDN_4,N6AMT2,False
LMBR1L_1,LMBR1L_5,MAGEA11,False
LMBR1L_1,LMBR1L_4,MAGEA11,False
LMBR1L_1,LMBR1L_3,MAGEA11,False
STRBP_1,STRBP_2,ZMAT4,False
STRBP_1,STRBP_2,A2BP1,False
STRBP_1,STRBP_2,RBPMS,False
ZCWPW1_1,ZCWPW1_6,L3MBTL3,False
ZCWPW1_1,ZCWPW1_6,MEOX2,False
ZCWPW1_1,ZCWPW1_5,VAC14,False
ZCWPW1_1,ZCWPW1_4,VAC14,False
ZCWPW1_1,ZCWPW1_4,MEOX2,False
ZCWPW1_1,ZCWPW1_2,VAC14,False
PAK1IP1_1,PAK1IP1_4,MEOX2,False
BANP_1,BANP_7,C1orf94,False
BANP_1,BANP_7,ZMIZ2,False
ZKSCAN4_1,ZKSCAN4_3,ZKSCAN4,False
