ref_ID,alt_ID,bait_ID,perturbation
KRT6A_1,KRT6A_2,KRT40,False
ZNF688_1,ZNF688_2,RPGRIP1,False
ZNF688_1,ZNF688_2,CARD9_ORF1,False
PRMT2_1,PRMT2_3,RBM12,False
ZNF688_1,ZNF688_2,CCDC136,False
INPP1_1,INPP1_2,MEOX2,False
ZNF688_1,ZNF688_4,CRX,False
IVD_1,IVD_2,PNMA1,False
ZNF688_1,ZNF688_2,NOTCH2NL,False
ZNF688_1,ZNF688_2,KRTAP10-3,False
ZNF688_1,ZNF688_2,KRTAP10-9,False
ZNF688_1,ZNF688_2,KRTAP12-2,False
ZNF688_1,ZNF688_2,CCDC36,False
ZNF688_1,ZNF688_2,RFX6,False
ZNF688_1,ZNF688_2,SPERT,False
ZNF688_1,ZNF688_2,KHDRBS2,False
ZNF688_1,ZNF688_2,MIPOL1,False
ZNF688_1,ZNF688_2,SSX2IP_ORF2,False
ZNF688_1,ZNF688_2,SSX2IP_ORF1,False
ZNF688_1,ZNF688_2,GPRASP2,False
